value,datetime
75.0,2022-06-21 20:03:05
76.0,2022-06-21 20:03:10
77.0,2022-06-21 20:03:15
75.0,2022-06-21 20:03:20
74.0,2022-06-21 20:03:25
75.0,2022-06-21 20:03:30
73.0,2022-06-21 20:03:35
74.0,2022-06-21 20:03:40
73.0,2022-06-21 20:03:50
71.0,2022-06-21 20:03:55
72.0,2022-06-21 20:04:05
74.0,2022-06-21 20:04:10
74.0,2022-06-21 20:04:15
73.0,2022-06-21 20:04:20
75.0,2022-06-21 20:04:25
75.0,2022-06-21 20:04:30
76.0,2022-06-21 20:04:35
75.0,2022-06-21 20:04:40
73.0,2022-06-21 20:04:45
72.0,2022-06-21 20:04:50
71.0,2022-06-21 20:04:55
72.0,2022-06-21 20:05:00
74.0,2022-06-21 20:05:05
72.0,2022-06-21 20:05:10
75.0,2022-06-21 20:05:15
77.0,2022-06-21 20:05:20
76.0,2022-06-21 20:05:25
77.0,2022-06-21 20:05:30
77.0,2022-06-21 20:05:35
82.0,2022-06-21 20:05:40
81.0,2022-06-21 20:05:45
80.0,2022-06-21 20:05:50
79.0,2022-06-21 20:05:55
82.0,2022-06-21 20:06:00
84.0,2022-06-21 20:06:05
86.0,2022-06-21 20:06:10
84.0,2022-06-21 20:06:15
81.0,2022-06-21 20:06:20
80.0,2022-06-21 20:06:30
80.0,2022-06-21 20:06:45
79.0,2022-06-21 20:06:50
79.0,2022-06-21 20:06:55
79.0,2022-06-21 20:07:00
79.0,2022-06-21 20:07:05
79.0,2022-06-21 20:07:10
78.0,2022-06-21 20:07:25
74.0,2022-06-21 20:07:30
70.0,2022-06-21 20:07:35
71.0,2022-06-21 20:07:40
72.0,2022-06-21 20:07:45
73.0,2022-06-21 20:07:50
73.0,2022-06-21 20:08:05
74.0,2022-06-21 20:08:15
75.0,2022-06-21 20:08:20
76.0,2022-06-21 20:08:25
74.0,2022-06-21 20:08:30
73.0,2022-06-21 20:08:35
74.0,2022-06-21 20:08:40
76.0,2022-06-21 20:08:45
76.0,2022-06-21 20:08:50
77.0,2022-06-21 20:08:55
75.0,2022-06-21 20:09:00
74.0,2022-06-21 20:09:05
72.0,2022-06-21 20:09:10
72.0,2022-06-21 20:09:20
75.0,2022-06-21 20:09:25
74.0,2022-06-21 20:09:30
72.0,2022-06-21 20:09:35
70.0,2022-06-21 20:09:40
69.0,2022-06-21 20:09:45
67.0,2022-06-21 20:09:50
67.0,2022-06-21 20:09:55
68.0,2022-06-21 20:10:00
66.0,2022-06-21 20:10:05
67.0,2022-06-21 20:10:20
68.0,2022-06-21 20:10:25
70.0,2022-06-21 20:10:30
71.0,2022-06-21 20:10:35
72.0,2022-06-21 20:10:45
73.0,2022-06-21 20:10:55
74.0,2022-06-21 20:11:00
79.0,2022-06-21 20:11:05
78.0,2022-06-21 20:11:10
77.0,2022-06-21 20:11:15
77.0,2022-06-21 20:11:20
75.0,2022-06-21 20:11:30
74.0,2022-06-21 20:11:40
75.0,2022-06-21 20:11:45
74.0,2022-06-21 20:11:50
73.0,2022-06-21 20:11:55
74.0,2022-06-21 20:12:00
75.0,2022-06-21 20:12:05
76.0,2022-06-21 20:12:10
77.0,2022-06-21 20:12:15
76.0,2022-06-21 20:12:20
75.0,2022-06-21 20:12:25
75.0,2022-06-21 20:12:40
76.0,2022-06-21 20:12:45
76.0,2022-06-21 20:12:50
75.0,2022-06-21 20:12:55
75.0,2022-06-21 20:13:00
75.0,2022-06-21 20:13:15
74.0,2022-06-21 20:13:20
75.0,2022-06-21 20:13:25
75.0,2022-06-21 20:13:30
74.0,2022-06-21 20:13:40
71.0,2022-06-21 20:13:45
73.0,2022-06-21 20:13:55
75.0,2022-06-21 20:14:05
76.0,2022-06-21 20:14:10
77.0,2022-06-21 20:14:15
80.0,2022-06-21 20:14:30
82.0,2022-06-21 20:14:35
84.0,2022-06-21 20:14:40
85.0,2022-06-21 20:14:45
84.0,2022-06-21 20:15:00
83.0,2022-06-21 20:15:05
80.0,2022-06-21 20:15:10
76.0,2022-06-21 20:15:15
74.0,2022-06-21 20:15:20
72.0,2022-06-21 20:15:30
68.0,2022-06-21 20:15:35
66.0,2022-06-21 20:15:40
66.0,2022-06-21 20:15:55
68.0,2022-06-21 20:16:10
70.0,2022-06-21 20:16:15
72.0,2022-06-21 20:16:20
73.0,2022-06-21 20:16:25
72.0,2022-06-21 20:16:30
71.0,2022-06-21 20:16:35
70.0,2022-06-21 20:16:40
69.0,2022-06-21 20:16:50
68.0,2022-06-21 20:16:55
69.0,2022-06-21 20:17:00
67.0,2022-06-21 20:17:05
66.0,2022-06-21 20:17:10
66.0,2022-06-21 20:17:25
67.0,2022-06-21 20:17:30
68.0,2022-06-21 20:17:35
69.0,2022-06-21 20:17:50
70.0,2022-06-21 20:17:55
71.0,2022-06-21 20:18:00
71.0,2022-06-21 20:18:10
72.0,2022-06-21 20:18:15
73.0,2022-06-21 20:18:20
73.0,2022-06-21 20:18:35
75.0,2022-06-21 20:18:40
75.0,2022-06-21 20:18:45
74.0,2022-06-21 20:18:50
73.0,2022-06-21 20:18:55
72.0,2022-06-21 20:19:00
75.0,2022-06-21 20:19:05
73.0,2022-06-21 20:19:10
71.0,2022-06-21 20:19:15
69.0,2022-06-21 20:19:20
68.0,2022-06-21 20:19:25
67.0,2022-06-21 20:19:30
68.0,2022-06-21 20:19:35
69.0,2022-06-21 20:19:40
70.0,2022-06-21 20:19:50
71.0,2022-06-21 20:20:00
73.0,2022-06-21 20:20:05
74.0,2022-06-21 20:20:15
75.0,2022-06-21 20:20:25
74.0,2022-06-21 20:20:30
74.0,2022-06-21 20:20:35
75.0,2022-06-21 20:20:45
77.0,2022-06-21 20:20:50
76.0,2022-06-21 20:20:55
76.0,2022-06-21 20:21:00
77.0,2022-06-21 20:21:05
76.0,2022-06-21 20:21:15
74.0,2022-06-21 20:21:20
73.0,2022-06-21 20:21:25
71.0,2022-06-21 20:21:35
70.0,2022-06-21 20:21:50
69.0,2022-06-21 20:21:55
68.0,2022-06-21 20:22:10
70.0,2022-06-21 20:22:25
69.0,2022-06-21 20:22:30
68.0,2022-06-21 20:22:35
67.0,2022-06-21 20:22:40
69.0,2022-06-21 20:22:50
71.0,2022-06-21 20:22:55
69.0,2022-06-21 20:23:00
68.0,2022-06-21 20:23:05
70.0,2022-06-21 20:23:10
71.0,2022-06-21 20:23:15
70.0,2022-06-21 20:23:20
69.0,2022-06-21 20:23:25
68.0,2022-06-21 20:23:30
68.0,2022-06-21 20:23:35
69.0,2022-06-21 20:23:50
70.0,2022-06-21 20:23:55
72.0,2022-06-21 20:24:00
74.0,2022-06-21 20:24:05
73.0,2022-06-21 20:24:15
72.0,2022-06-21 20:24:20
71.0,2022-06-21 20:24:25
72.0,2022-06-21 20:24:35
74.0,2022-06-21 20:24:45
75.0,2022-06-21 20:24:50
73.0,2022-06-21 20:25:00
72.0,2022-06-21 20:25:15
72.0,2022-06-21 20:25:25
71.0,2022-06-21 20:25:40
69.0,2022-06-21 20:25:45
70.0,2022-06-21 20:25:50
71.0,2022-06-21 20:25:55
70.0,2022-06-21 20:26:00
68.0,2022-06-21 20:26:05
67.0,2022-06-21 20:26:10
68.0,2022-06-21 20:26:15
66.0,2022-06-21 20:26:20
63.0,2022-06-21 20:26:25
66.0,2022-06-21 20:26:30
68.0,2022-06-21 20:26:40
70.0,2022-06-21 20:26:45
71.0,2022-06-21 20:26:50
70.0,2022-06-21 20:27:00
73.0,2022-06-21 20:27:10
81.0,2022-06-21 20:27:15
76.0,2022-06-21 20:27:20
75.0,2022-06-21 20:27:25
74.0,2022-06-21 20:27:30
71.0,2022-06-21 20:27:35
71.0,2022-06-21 20:27:40
69.0,2022-06-21 20:27:45
66.0,2022-06-21 20:27:50
68.0,2022-06-21 20:27:55
70.0,2022-06-21 20:28:00
73.0,2022-06-21 20:28:05
77.0,2022-06-21 20:28:10
74.0,2022-06-21 20:28:15
73.0,2022-06-21 20:28:20
71.0,2022-06-21 20:28:25
70.0,2022-06-21 20:28:35
73.0,2022-06-21 20:28:45
76.0,2022-06-21 20:28:50
77.0,2022-06-21 20:28:55
75.0,2022-06-21 20:29:00
75.0,2022-06-21 20:29:05
74.0,2022-06-21 20:29:15
75.0,2022-06-21 20:29:20
74.0,2022-06-21 20:29:25
73.0,2022-06-21 20:29:30
72.0,2022-06-21 20:29:35
73.0,2022-06-21 20:29:40
72.0,2022-06-21 20:29:45
71.0,2022-06-21 20:29:55
72.0,2022-06-21 20:30:00
73.0,2022-06-21 20:30:10
74.0,2022-06-21 20:30:15
75.0,2022-06-21 20:30:20
76.0,2022-06-21 20:30:30
82.0,2022-06-21 20:30:35
79.0,2022-06-21 20:30:40
81.0,2022-06-21 20:30:45
79.0,2022-06-21 20:30:50
79.0,2022-06-21 20:30:55
78.0,2022-06-21 20:31:00
77.0,2022-06-21 20:31:05
75.0,2022-06-21 20:31:10
74.0,2022-06-21 20:31:20
73.0,2022-06-21 20:31:25
74.0,2022-06-21 20:31:30
76.0,2022-06-21 20:31:35
77.0,2022-06-21 20:31:40
78.0,2022-06-21 20:31:50
77.0,2022-06-21 20:31:55
76.0,2022-06-21 20:32:00
78.0,2022-06-21 20:32:10
83.0,2022-06-21 20:32:15
84.0,2022-06-21 20:32:20
83.0,2022-06-21 20:32:25
84.0,2022-06-21 20:32:30
88.0,2022-06-21 20:32:35
85.0,2022-06-21 20:32:40
86.0,2022-06-21 20:32:45
91.0,2022-06-21 20:32:50
88.0,2022-06-21 20:32:55
89.0,2022-06-21 20:33:00
85.0,2022-06-21 20:33:05
84.0,2022-06-21 20:33:10
79.0,2022-06-21 20:33:15
78.0,2022-06-21 20:33:20
72.0,2022-06-21 20:33:25
71.0,2022-06-21 20:33:30
69.0,2022-06-21 20:33:35
70.0,2022-06-21 20:33:45
66.0,2022-06-21 20:33:50
68.0,2022-06-21 20:34:00
66.0,2022-06-21 20:34:10
70.0,2022-06-21 20:34:15
71.0,2022-06-21 20:34:20
74.0,2022-06-21 20:34:25
80.0,2022-06-21 20:34:30
84.0,2022-06-21 20:34:35
86.0,2022-06-21 20:34:40
88.0,2022-06-21 20:34:45
91.0,2022-06-21 20:34:50
90.0,2022-06-21 20:34:55
79.0,2022-06-21 20:37:20
76.0,2022-06-22 11:54:49
75.0,2022-06-22 11:54:54
78.0,2022-06-22 11:54:59
82.0,2022-06-22 11:55:04
76.0,2022-06-22 11:55:09
78.0,2022-06-22 11:55:14
79.0,2022-06-22 11:55:19
78.0,2022-06-22 11:55:33
75.0,2022-06-22 11:58:36
69.0,2022-06-22 12:19:07
68.0,2022-06-22 12:19:12
67.0,2022-06-22 12:19:17
69.0,2022-06-22 12:19:22
82.0,2022-06-22 12:19:27
78.0,2022-06-22 12:19:32
85.0,2022-06-22 12:19:37
79.0,2022-06-22 12:19:47
72.0,2022-06-22 12:19:52
73.0,2022-06-22 12:19:57
71.0,2022-06-22 12:20:02
72.0,2022-06-22 12:20:07
71.0,2022-06-22 12:20:22
73.0,2022-06-22 12:20:32
75.0,2022-06-22 12:20:37
76.0,2022-06-22 12:20:42
79.0,2022-06-22 12:20:47
83.0,2022-06-22 12:20:52
84.0,2022-06-22 12:20:57
85.0,2022-06-22 12:21:02
83.0,2022-06-22 12:21:07
84.0,2022-06-22 12:21:22
82.0,2022-06-22 12:21:27
80.0,2022-06-22 12:21:32
74.0,2022-06-22 12:21:37
73.0,2022-06-22 12:21:42
72.0,2022-06-22 12:21:47
71.0,2022-06-22 12:21:52
70.0,2022-06-22 12:22:02
72.0,2022-06-22 12:22:17
73.0,2022-06-22 12:22:22
73.0,2022-06-22 12:22:27
72.0,2022-06-22 12:22:32
72.0,2022-06-22 12:22:37
71.0,2022-06-22 12:22:47
69.0,2022-06-22 12:22:52
70.0,2022-06-22 12:23:02
71.0,2022-06-22 12:23:07
71.0,2022-06-22 12:23:17
73.0,2022-06-22 12:23:27
79.0,2022-06-22 12:23:32
77.0,2022-06-22 12:23:37
75.0,2022-06-22 12:23:42
74.0,2022-06-22 12:23:52
75.0,2022-06-22 12:23:57
77.0,2022-06-22 12:24:02
76.0,2022-06-22 12:24:07
72.0,2022-06-22 12:24:12
71.0,2022-06-22 12:24:17
72.0,2022-06-22 12:24:22
71.0,2022-06-22 12:24:32
70.0,2022-06-22 12:24:37
70.0,2022-06-22 12:24:42
70.0,2022-06-22 12:24:47
71.0,2022-06-22 12:24:57
71.0,2022-06-22 12:25:12
71.0,2022-06-22 12:25:17
70.0,2022-06-22 12:25:22
71.0,2022-06-22 12:25:32
72.0,2022-06-22 12:25:42
72.0,2022-06-22 12:25:57
72.0,2022-06-22 12:26:12
73.0,2022-06-22 12:26:17
73.0,2022-06-22 12:26:22
75.0,2022-06-22 12:26:27
76.0,2022-06-22 12:26:32
75.0,2022-06-22 12:26:42
74.0,2022-06-22 12:26:47
73.0,2022-06-22 12:26:57
72.0,2022-06-22 12:27:12
72.0,2022-06-22 12:27:17
71.0,2022-06-22 12:27:22
71.0,2022-06-22 12:27:32
72.0,2022-06-22 12:27:37
73.0,2022-06-22 12:27:42
74.0,2022-06-22 12:27:47
77.0,2022-06-22 12:27:52
75.0,2022-06-22 12:27:57
75.0,2022-06-22 12:28:12
76.0,2022-06-22 12:28:22
77.0,2022-06-22 12:28:27
76.0,2022-06-22 12:28:32
75.0,2022-06-22 12:28:37
74.0,2022-06-22 12:28:42
73.0,2022-06-22 12:28:52
71.0,2022-06-22 12:28:57
71.0,2022-06-22 12:29:12
72.0,2022-06-22 12:29:22
72.0,2022-06-22 12:29:37
71.0,2022-06-22 12:29:47
72.0,2022-06-22 12:30:02
72.0,2022-06-22 12:30:07
72.0,2022-06-22 12:30:22
73.0,2022-06-22 12:30:37
74.0,2022-06-22 12:30:52
80.0,2022-06-22 12:31:07
80.0,2022-06-22 12:31:12
79.0,2022-06-22 12:31:17
78.0,2022-06-22 12:31:22
76.0,2022-06-22 12:31:27
74.0,2022-06-22 12:31:32
75.0,2022-06-22 12:31:42
74.0,2022-06-22 12:31:47
73.0,2022-06-22 12:31:52
74.0,2022-06-22 12:32:02
74.0,2022-06-22 12:32:07
74.0,2022-06-22 12:32:22
74.0,2022-06-22 12:32:27
73.0,2022-06-22 12:32:32
72.0,2022-06-22 12:32:37
71.0,2022-06-22 12:32:42
71.0,2022-06-22 12:32:57
72.0,2022-06-22 12:33:02
73.0,2022-06-22 12:33:07
73.0,2022-06-22 12:33:17
73.0,2022-06-22 12:33:32
74.0,2022-06-22 12:33:37
76.0,2022-06-22 12:33:42
77.0,2022-06-22 12:33:47
77.0,2022-06-22 12:33:52
77.0,2022-06-22 12:33:57
76.0,2022-06-22 12:34:02
77.0,2022-06-22 12:34:07
77.0,2022-06-22 12:34:22
77.0,2022-06-22 12:34:32
76.0,2022-06-22 12:34:42
75.0,2022-06-22 12:34:57
73.0,2022-06-22 12:35:12
73.0,2022-06-22 12:35:17
73.0,2022-06-22 12:35:27
72.0,2022-06-22 12:35:37
73.0,2022-06-22 12:35:47
75.0,2022-06-22 12:35:52
75.0,2022-06-22 12:36:07
74.0,2022-06-22 12:36:12
73.0,2022-06-22 12:36:27
72.0,2022-06-22 12:36:32
71.0,2022-06-22 12:36:42
72.0,2022-06-22 12:36:57
74.0,2022-06-22 12:37:02
75.0,2022-06-22 12:37:12
76.0,2022-06-22 12:37:17
77.0,2022-06-22 12:37:22
76.0,2022-06-22 12:37:27
75.0,2022-06-22 12:37:37
73.0,2022-06-22 12:37:42
74.0,2022-06-22 12:37:57
73.0,2022-06-22 12:38:02
73.0,2022-06-22 12:38:17
73.0,2022-06-22 12:38:22
77.0,2022-06-22 12:38:37
79.0,2022-06-22 12:38:42
79.0,2022-06-22 12:38:57
78.0,2022-06-22 12:39:12
79.0,2022-06-22 12:39:22
78.0,2022-06-22 12:39:27
76.0,2022-06-22 12:39:32
75.0,2022-06-22 12:39:37
74.0,2022-06-22 12:39:47
74.0,2022-06-22 12:40:02
74.0,2022-06-22 12:40:17
74.0,2022-06-22 12:40:22
73.0,2022-06-22 12:40:27
72.0,2022-06-22 12:40:32
73.0,2022-06-22 12:40:47
73.0,2022-06-22 12:40:52
76.0,2022-06-22 12:41:02
78.0,2022-06-22 12:41:07
80.0,2022-06-22 12:41:12
82.0,2022-06-22 12:41:17
81.0,2022-06-22 12:41:22
78.0,2022-06-22 12:41:27
75.0,2022-06-22 12:41:37
73.0,2022-06-22 12:41:42
71.0,2022-06-22 12:41:47
71.0,2022-06-22 12:41:57
70.0,2022-06-22 12:42:07
71.0,2022-06-22 12:42:12
70.0,2022-06-22 12:42:17
70.0,2022-06-22 12:42:22
71.0,2022-06-22 12:42:27
72.0,2022-06-22 12:42:32
73.0,2022-06-22 12:42:37
73.0,2022-06-22 12:42:52
72.0,2022-06-22 12:42:57
72.0,2022-06-22 12:43:02
72.0,2022-06-22 12:43:07
72.0,2022-06-22 12:43:12
73.0,2022-06-22 12:43:17
73.0,2022-06-22 12:43:22
72.0,2022-06-22 12:43:27
74.0,2022-06-22 12:43:32
78.0,2022-06-22 12:43:37
79.0,2022-06-22 12:43:52
76.0,2022-06-22 12:43:57
75.0,2022-06-22 12:44:02
77.0,2022-06-22 12:44:12
82.0,2022-06-22 12:44:17
83.0,2022-06-22 12:44:22
81.0,2022-06-22 12:44:32
80.0,2022-06-22 12:44:37
78.0,2022-06-22 12:44:42
79.0,2022-06-22 12:44:52
77.0,2022-06-22 12:45:02
75.0,2022-06-22 12:45:07
76.0,2022-06-22 12:45:17
76.0,2022-06-22 12:45:22
77.0,2022-06-22 12:45:27
76.0,2022-06-22 12:45:37
77.0,2022-06-22 12:45:42
77.0,2022-06-22 12:45:47
76.0,2022-06-22 12:45:57
76.0,2022-06-22 12:46:02
76.0,2022-06-22 12:46:07
77.0,2022-06-22 12:46:12
79.0,2022-06-22 12:46:17
78.0,2022-06-22 12:46:27
81.0,2022-06-22 12:46:37
81.0,2022-06-22 12:46:47
81.0,2022-06-22 12:46:52
80.0,2022-06-22 12:46:57
77.0,2022-06-22 12:47:02
78.0,2022-06-22 12:47:17
79.0,2022-06-22 12:47:22
79.0,2022-06-22 12:47:37
75.0,2022-06-22 12:47:47
73.0,2022-06-22 12:47:52
75.0,2022-06-22 12:48:02
81.0,2022-06-22 12:48:07
82.0,2022-06-22 12:48:17
79.0,2022-06-22 12:48:22
78.0,2022-06-22 12:48:27
76.0,2022-06-22 12:48:32
76.0,2022-06-22 12:48:42
77.0,2022-06-22 12:48:47
78.0,2022-06-22 12:48:52
82.0,2022-06-22 12:48:57
84.0,2022-06-22 12:49:02
83.0,2022-06-22 12:49:07
84.0,2022-06-22 12:49:12
80.0,2022-06-22 12:49:22
80.0,2022-06-22 12:49:37
81.0,2022-06-22 12:49:42
85.0,2022-06-22 12:49:47
86.0,2022-06-22 12:49:52
83.0,2022-06-22 12:49:57
84.0,2022-06-22 12:50:02
83.0,2022-06-22 12:50:07
79.0,2022-06-22 12:50:12
77.0,2022-06-22 12:50:17
79.0,2022-06-22 12:50:22
81.0,2022-06-22 12:50:27
83.0,2022-06-22 12:50:32
79.0,2022-06-22 12:53:29
66.0,2022-06-22 12:53:34
65.0,2022-06-22 12:53:39
60.0,2022-06-22 12:53:44
63.0,2022-06-22 12:53:55
66.0,2022-06-22 12:54:05
68.0,2022-06-22 17:50:12
69.0,2022-06-22 17:50:17
74.0,2022-06-22 17:50:22
78.0,2022-06-22 17:50:27
77.0,2022-06-22 17:50:32
78.0,2022-06-22 17:50:37
79.0,2022-06-22 17:50:47
80.0,2022-06-22 17:50:52
81.0,2022-06-22 17:51:01
79.0,2022-06-22 17:51:11
80.0,2022-06-22 17:51:16
78.0,2022-06-22 17:51:26
80.0,2022-06-22 17:51:31
78.0,2022-06-22 17:51:36
81.0,2022-06-22 17:51:41
81.0,2022-06-22 17:51:56
74.0,2022-06-22 17:52:01
72.0,2022-06-22 17:52:06
71.0,2022-06-22 17:52:11
70.0,2022-06-22 17:52:16
69.0,2022-06-22 17:52:21
68.0,2022-06-22 17:52:31
69.0,2022-06-22 17:52:36
70.0,2022-06-22 17:52:41
73.0,2022-06-22 17:52:46
79.0,2022-06-22 17:52:51
81.0,2022-06-22 17:52:56
78.0,2022-06-22 17:53:01
76.0,2022-06-22 17:53:06
77.0,2022-06-22 17:53:11
76.0,2022-06-22 17:53:16
79.0,2022-06-22 17:53:21
78.0,2022-06-22 17:53:26
76.0,2022-06-22 17:53:36
74.0,2022-06-22 17:53:41
67.0,2022-06-22 17:53:46
62.0,2022-06-22 17:53:51
61.0,2022-06-22 17:54:01
62.0,2022-06-22 17:54:11
63.0,2022-06-22 17:54:16
65.0,2022-06-22 17:54:21
66.0,2022-06-22 17:54:26
67.0,2022-06-22 17:54:31
67.0,2022-06-22 17:54:41
66.0,2022-06-22 17:54:51
67.0,2022-06-22 17:54:56
68.0,2022-06-22 17:55:01
69.0,2022-06-22 17:55:06
69.0,2022-06-22 17:55:11
68.0,2022-06-22 17:55:16
65.0,2022-06-22 17:55:21
69.0,2022-06-22 17:55:31
71.0,2022-06-22 17:55:36
69.0,2022-06-22 17:55:41
69.0,2022-06-22 17:55:46
68.0,2022-06-22 17:55:51
70.0,2022-06-22 17:56:01
71.0,2022-06-22 17:56:06
69.0,2022-06-22 17:56:11
67.0,2022-06-22 17:56:16
66.0,2022-06-22 17:56:21
65.0,2022-06-22 17:56:26
63.0,2022-06-22 17:56:31
62.0,2022-06-22 17:56:41
63.0,2022-06-22 17:56:46
63.0,2022-06-22 17:56:51
64.0,2022-06-22 17:56:56
65.0,2022-06-22 17:57:01
66.0,2022-06-22 17:57:06
65.0,2022-06-22 17:57:11
65.0,2022-06-22 17:57:21
67.0,2022-06-22 17:57:36
69.0,2022-06-22 17:57:41
71.0,2022-06-22 17:57:46
72.0,2022-06-22 17:57:51
72.0,2022-06-22 17:57:56
70.0,2022-06-22 17:58:11
69.0,2022-06-22 17:58:21
69.0,2022-06-22 17:58:26
68.0,2022-06-22 17:58:31
69.0,2022-06-22 17:58:36
68.0,2022-06-22 17:58:41
69.0,2022-06-22 17:58:51
69.0,2022-06-22 17:58:56
69.0,2022-06-22 17:59:01
70.0,2022-06-22 17:59:06
67.0,2022-06-22 17:59:11
66.0,2022-06-22 17:59:26
66.0,2022-06-22 17:59:41
66.0,2022-06-22 17:59:46
66.0,2022-06-22 17:59:56
66.0,2022-06-22 18:00:11
67.0,2022-06-22 18:00:26
68.0,2022-06-22 18:00:41
67.0,2022-06-22 18:00:46
66.0,2022-06-22 18:01:01
66.0,2022-06-22 18:01:16
65.0,2022-06-22 18:01:26
65.0,2022-06-22 18:01:41
65.0,2022-06-22 18:01:56
66.0,2022-06-22 18:02:06
67.0,2022-06-22 18:02:11
66.0,2022-06-22 18:02:26
65.0,2022-06-22 18:02:36
66.0,2022-06-22 18:02:46
65.0,2022-06-22 18:03:01
66.0,2022-06-22 18:03:06
65.0,2022-06-22 18:03:16
65.0,2022-06-22 18:03:31
66.0,2022-06-22 18:03:41
67.0,2022-06-22 18:03:46
68.0,2022-06-22 18:03:51
69.0,2022-06-22 18:04:01
68.0,2022-06-22 18:04:11
68.0,2022-06-22 18:04:26
68.0,2022-06-22 18:04:31
72.0,2022-06-22 18:25:03
71.0,2022-06-22 18:25:08
73.0,2022-06-22 18:25:13
80.0,2022-06-22 18:25:18
84.0,2022-06-22 18:25:34
79.0,2022-06-28 18:48:19
86.0,2022-06-28 18:48:24
91.0,2022-06-28 18:48:29
93.0,2022-06-28 18:48:34
90.0,2022-06-28 18:48:39
91.0,2022-06-28 18:48:44
90.0,2022-06-28 18:48:49
91.0,2022-06-28 18:49:04
92.0,2022-06-28 18:49:14
91.0,2022-06-28 18:49:19
91.0,2022-06-28 18:49:24
90.0,2022-06-28 18:49:29
90.0,2022-06-28 18:49:39
93.0,2022-06-28 18:49:44
96.0,2022-06-28 18:49:49
94.0,2022-06-28 18:49:54
91.0,2022-06-28 18:49:59
93.0,2022-06-28 18:50:04
94.0,2022-06-28 18:50:14
99.0,2022-06-28 18:50:19
100.0,2022-06-28 18:50:24
101.0,2022-06-28 18:50:29
99.0,2022-06-28 18:50:34
99.0,2022-06-28 18:50:39
102.0,2022-06-28 18:50:49
101.0,2022-06-28 18:50:54
99.0,2022-06-28 18:50:59
98.0,2022-06-28 18:51:04
99.0,2022-06-28 18:51:09
98.0,2022-06-28 18:51:14
99.0,2022-06-28 18:51:19
98.0,2022-06-28 18:51:29
98.0,2022-06-28 18:51:44
99.0,2022-06-28 18:51:49
98.0,2022-06-28 18:51:54
96.0,2022-06-28 18:51:59
94.0,2022-06-28 18:52:04
96.0,2022-06-28 18:52:09
97.0,2022-06-28 18:52:14
98.0,2022-06-28 18:52:19
98.0,2022-06-28 18:52:34
98.0,2022-06-28 18:52:39
96.0,2022-06-28 18:52:54
94.0,2022-06-28 18:52:59
95.0,2022-06-28 18:53:09
94.0,2022-06-28 18:53:14
96.0,2022-06-28 18:53:19
95.0,2022-06-28 18:53:24
96.0,2022-06-28 18:53:29
97.0,2022-06-28 18:53:34
98.0,2022-06-28 18:53:39
100.0,2022-06-28 18:53:44
99.0,2022-06-28 18:53:49
98.0,2022-06-28 18:53:59
99.0,2022-06-28 18:54:09
98.0,2022-06-28 18:54:24
97.0,2022-06-28 18:54:34
99.0,2022-06-28 18:54:39
98.0,2022-06-28 18:54:44
97.0,2022-06-28 18:54:54
98.0,2022-06-28 18:55:04
97.0,2022-06-28 18:55:09
98.0,2022-06-28 18:55:14
97.0,2022-06-28 18:55:19
98.0,2022-06-28 18:55:24
99.0,2022-06-28 18:55:34
96.0,2022-06-28 18:55:44
97.0,2022-06-28 18:55:54
98.0,2022-06-28 18:55:59
94.0,2022-06-28 18:56:04
90.0,2022-06-28 18:56:09
89.0,2022-06-28 18:56:14
87.0,2022-06-28 18:56:19
86.0,2022-06-28 18:56:29
83.0,2022-06-28 18:56:34
81.0,2022-06-28 18:56:39
76.0,2022-06-28 18:56:44
81.0,2022-06-28 19:01:54
84.0,2022-06-28 19:01:59
83.0,2022-06-28 19:02:04
79.0,2022-06-28 19:02:09
82.0,2022-06-28 19:02:17
83.0,2022-06-28 19:02:27
81.0,2022-06-28 19:02:32
83.0,2022-06-28 19:02:37
85.0,2022-06-28 19:02:42
84.0,2022-06-28 19:02:52
85.0,2022-06-28 19:02:57
82.0,2022-06-28 19:03:02
81.0,2022-06-28 19:03:07
81.0,2022-06-28 19:03:22
83.0,2022-06-28 19:03:27
82.0,2022-06-28 19:03:32
80.0,2022-06-28 19:03:37
79.0,2022-06-28 19:03:47
80.0,2022-06-28 19:03:57
81.0,2022-06-28 19:04:02
81.0,2022-06-28 19:04:07
81.0,2022-06-28 19:04:12
80.0,2022-06-28 19:04:22
83.0,2022-06-28 19:04:27
82.0,2022-06-28 19:04:32
81.0,2022-06-28 19:04:37
78.0,2022-06-28 19:04:42
76.0,2022-06-28 19:04:47
72.0,2022-06-28 19:04:52
74.0,2022-06-28 19:04:57
76.0,2022-06-28 19:05:02
78.0,2022-06-28 19:05:07
80.0,2022-06-28 19:05:12
80.0,2022-06-28 19:05:22
81.0,2022-06-28 19:05:27
80.0,2022-06-28 19:05:42
78.0,2022-06-28 19:05:47
72.0,2022-06-28 19:05:52
70.0,2022-06-28 19:05:57
69.0,2022-06-28 19:06:02
68.0,2022-06-28 19:06:07
69.0,2022-06-28 19:06:17
70.0,2022-06-28 19:06:27
69.0,2022-06-28 19:06:37
66.0,2022-06-28 19:06:42
67.0,2022-06-28 19:06:47
68.0,2022-06-28 19:06:57
69.0,2022-06-28 19:07:02
70.0,2022-06-28 19:07:07
71.0,2022-06-28 19:07:12
72.0,2022-06-28 19:07:22
69.0,2022-06-28 19:07:32
68.0,2022-06-28 19:07:37
69.0,2022-06-28 19:07:42
